Post Content,Dashboard Image URL,Website Link,Hashtags,Features Highlights,Description,Title
"ScyllaDB

Scylla is a real-time big-data database that embraces a shared-nothing approach that increases throughput and storage capacity to realize order-of-magnitude performance improvements and reduce hardware costs. The NoSQL database uses modern multi-core servers and minimizes the overhead to DevOps.

Features Highlight:

- Low, consistent latency:

ScyllaDB provides near-millisecond average latency and predictably low-single-digit P99 response times.

- Always-on availability:

Automatic failover and replication across multiple nodes and datacenters makes for reliable fault tolerance.

- 0x higher throughput:

ScyllaDB takes advantage of low-level Linux/C++ and modern async I/O methods to maximize IOPS.

- Highly scalable:

ScyllaDBN automatically shards per core across multiple nodes and datacenters, ensuring linear scalability.

https://octabyte.io/databases/nosql/scylladb

#octabyte #opensource #devops #itservices #databases #nosql #scylladb #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/databases/nosql/scylladb/screenshot-1.jpg,https://octabyte.io/databases/nosql/scylladb,#octabyte #opensource #devops #itservices #databases #nosql #scylladb #managedservices,"- Low, consistent latency:

ScyllaDB provides near-millisecond average latency and predictably low-single-digit P99 response times.

- Always-on availability:

Automatic failover and replication across multiple nodes and datacenters makes for reliable fault tolerance.

- 0x higher throughput:

ScyllaDB takes advantage of low-level Linux/C++ and modern async I/O methods to maximize IOPS.

- Highly scalable:

ScyllaDBN automatically shards per core across multiple nodes and datacenters, ensuring linear scalability.",ScyllaDB is a true NoSQL database for the most demanding applications.,ScyllaDB
"OpenSearch

OpenSearch is a community-driven, open source search and analytics suite derived from Apache 2.0 licensed Elasticsearch 7.10.2 & Kibana 
7.10.2. It consists of a search engine daemon, OpenSearch, and a 
visualization and user interface, OpenSearch Dashboards.

Features Highlight:

- A level Playing Field:

We will not tweak the software so that it runs better for any vendor (including AWS) at the expense of others. If this happens, call it out and we will fix it as a community.

- Used Everywhere:

Our goal is for as many people as possible to use it in their business, their software, and their projects.

- Made with your input:

We will ask for public input on direction, requirements, and implementation for any feature we build.

- Respectful, approachable, and friendly.:

This will be a community where you will be heard, accepted, and valued, whether you are a new or experienced user or contributor.

https://octabyte.io/databases/nosql/opensearch

#octabyte #opensource #devops #itservices #databases #nosql #specializeddatabases #specialized #databases #opensearch #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/databases/nosql/opensearch/screenshot-1.jpg,https://octabyte.io/databases/nosql/opensearch,#octabyte #opensource #devops #itservices #databases #nosql #specializeddatabases #specialized #databases #opensearch #managedservices,"- A level Playing Field:

We will not tweak the software so that it runs better for any vendor (including AWS) at the expense of others. If this happens, call it out and we will fix it as a community.

- Used Everywhere:

Our goal is for as many people as possible to use it in their business, their software, and their projects.

- Made with your input:

We will ask for public input on direction, requirements, and implementation for any feature we build.

- Respectful, approachable, and friendly.:

This will be a community where you will be heard, accepted, and valued, whether you are a new or experienced user or contributor.",Open source distributed and RESTful search engine.,OpenSearch
"Cassandra

Apache Cassandra is an open source NoSQL distributed database trusted by thousands of companies for scalability and high availability without compromising performance. Linear scalability and proven fault-tolerance on commodity hardware or cloud infrastructure make it the perfect platform for mission-critical data.

Features Highlight:

- Hybrid:

Masterless architecture and low latency mean Apache Cassandra will withstand an entire data center outage with no data loss—across public or private clouds and on-premises.

- Scalable:

Read and write throughput both increase linearly as new machines are added, with no downtime or interruption to applications.

- Elastic:

Apache Cassandra streams data between nodes during scaling operations such as adding a new node or data center during peak traffic times. Zero Copy Streaming makes this up to 5x faster without vnodes for a more elastic architecture, particularly in cloud and Kubernetes environments.

- High Availability and Fault Tolerance:

Another striking feature of Apache Cassandra is Data replication which makes Apache Cassandra highly available and fault-tolerant. Replication means each data is stored at more than one location. This is because, even if one node fails, the user should be able to retrieve the data with ease from another location. In an Apache Cassandra cluster, each row is replicated based on the row key. You can set the number of replicas you want to create. Just like scaling, data replication can also happen across multiple data centers. This further leads to high-level backup and recovery competencies in Cassandra.

https://octabyte.io/databases/nosql/cassandra

#octabyte #opensource #devops #itservices #databases #nosql #cassandra #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/databases/nosql/cassandra/screenshot-1.png,https://octabyte.io/databases/nosql/cassandra,#octabyte #opensource #devops #itservices #databases #nosql #cassandra #managedservices,"- Hybrid:

Masterless architecture and low latency mean Apache Cassandra will withstand an entire data center outage with no data loss—across public or private clouds and on-premises.

- Scalable:

Read and write throughput both increase linearly as new machines are added, with no downtime or interruption to applications.

- Elastic:

Apache Cassandra streams data between nodes during scaling operations such as adding a new node or data center during peak traffic times. Zero Copy Streaming makes this up to 5x faster without vnodes for a more elastic architecture, particularly in cloud and Kubernetes environments.

- High Availability and Fault Tolerance:

Another striking feature of Apache Cassandra is Data replication which makes Apache Cassandra highly available and fault-tolerant. Replication means each data is stored at more than one location. This is because, even if one node fails, the user should be able to retrieve the data with ease from another location. In an Apache Cassandra cluster, each row is replicated based on the row key. You can set the number of replicas you want to create. Just like scaling, data replication can also happen across multiple data centers. This further leads to high-level backup and recovery competencies in Cassandra.",Open Source NoSQL Database,Cassandra
"FerretDB

Documents DB built on Postgres. FerretDB allows you to use MongoDB drivers seamlessly with PostgreSQL as the database backend. Use all tools, drivers, UIs, and the same query language and stay open-source.

Features Highlight:

- Solution:

The core of our solution is a stateless proxy, which converts MongoDB protocol queries to SQL, and uses PostgreSQL as a database engine. This will be compatible with MongoDB drivers and should work as a drop-in replacement to MongoDB in many cases.

- CRUD operations:

CRUD (Create, Read, Update, and Delete) operations in FerretDB use the same protocol and drivers as MongoDB.

- Operators:

It supports a complete list of operators, including query operators, update operators, aggregation operators, etc.

- Query pushdown:

Initially, FerretDB retrieved all data related to queried collection, and applied filters on its own, making it possible to implement complex logic safely and quickly. and it minimizes the amount of incoming data, by applying the WHERE clause on SQL queries.

https://octabyte.io/databases/nosql/ferretdb

#octabyte #opensource #devops #itservices #databases #nosql #ferretdb #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/databases/nosql/ferretdb/screenshot-1.png,https://octabyte.io/databases/nosql/ferretdb,#octabyte #opensource #devops #itservices #databases #nosql #ferretdb #managedservices,"- Solution:

The core of our solution is a stateless proxy, which converts MongoDB protocol queries to SQL, and uses PostgreSQL as a database engine. This will be compatible with MongoDB drivers and should work as a drop-in replacement to MongoDB in many cases.

- CRUD operations:

CRUD (Create, Read, Update, and Delete) operations in FerretDB use the same protocol and drivers as MongoDB.

- Operators:

It supports a complete list of operators, including query operators, update operators, aggregation operators, etc.

- Query pushdown:

Initially, FerretDB retrieved all data related to queried collection, and applied filters on its own, making it possible to implement complex logic safely and quickly. and it minimizes the amount of incoming data, by applying the WHERE clause on SQL queries.","Documents DB, built on Postgres. FerretDB allows you to use MongoDB drivers seamlessly with PostgreSQL as the database backend. Use all tools, drivers...",FerretDB
"KeyDB

KeyDB is a fully open source database, backed by Snap, and a faster drop in alternative to Redis. KeyDB is meant to handle heavy workloads with a single node benchmarking at over 1 million ops/sec. KeyDB is a multithreaded database and will outperform Redis on a per-node basis. By keeping data in-memory, KeyDB can serve up data with submillisecond latencies.

Features Highlight:

- Variety of data structures supported:

A good range of data structures are supported such as strings, hashes, lists, sets, sorted sets, bitmaps, hyperloglogs, geospatial indexes and streams.

- Scalable:

With KeyDB, you can add more throughput with replica nodes and active-replica nodes, or partition the data in a sharded cluster.

- High throughput:

KeyDB is meant to handle high work loads with an architecture that maximizes use of your systems resources. A single node benchmarks over 1 million ops/sec.

- High availability:

Simplify your high-availability (HA) setup with active-replica nodes that do not require sentinel nodes for failover. HA setups are also available for sharded cluster mode configurations.

https://octabyte.io/databases/specialized-databases/keydb

#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #keydb #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/databases/specialized-databases/keydb/screenshot-1.jpg,https://octabyte.io/databases/specialized-databases/keydb,#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #keydb #managedservices,"- Variety of data structures supported:

A good range of data structures are supported such as strings, hashes, lists, sets, sorted sets, bitmaps, hyperloglogs, geospatial indexes and streams.

- Scalable:

With KeyDB, you can add more throughput with replica nodes and active-replica nodes, or partition the data in a sharded cluster.

- High throughput:

KeyDB is meant to handle high work loads with an architecture that maximizes use of your systems resources. A single node benchmarks over 1 million ops/sec.

- High availability:

Simplify your high-availability (HA) setup with active-replica nodes that do not require sentinel nodes for failover. HA setups are also available for sharded cluster mode configurations.","KeyDB is both your cache and database, for cloud-optimized solutions.",KeyDB
"InfluxDB

InfluxDB is a time series platform for building real-time applications for analytics, IoT and cloud-native services in less time and with less code, using InfluxDB. At its heart is a database purpose-built to handle the huge volumes and countless sources of time-stamped data produced by sensors, applications and infrastructure.

Features Highlight:

- Everything you need:

InfluxDB has everything you need from a time series platform in a single binary – a multi-tenanted time series database, UI and dashboarding tools, background processing and monitoring agent. All this makes deployment and setup a breeze and easier to secure.

- Optimized for developer productivity:

Everything in InfluxDB — ingest, query, storage and visualization — is accessible in a unified API. Everything in the platform can now be programmatically accessed and controlled. This is combined with a powerful set of client libraries across 10 languages (like Go, Java, PHP and Python). A set of InfluxDB command line tools helps developers develop in a way that is most familiar to them.

- Why developers use InfluxDB:

You can choose your own path, starting from the UI or skipping right to the raw code and API. You can collaborate with your team to build and run time series data apps. InfluxDB is plug and play so you can spend more time building the features your users need. The documentation is written for and by engineers.

- Keep your time series data close:

InfluxDB Cloud works where developers are already building, so you can avoid unnecessary latency and the cost of moving data by keeping your applications nearby. You can deploy with your preferred cloud vendor, anywhere in the world.

https://octabyte.io/databases/specialized-databases/influxdb

#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #influxdb #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/databases/specialized-databases/influxdb/screenshot-1.jpg,https://octabyte.io/databases/specialized-databases/influxdb,#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #influxdb #managedservices,"- Everything you need:

InfluxDB has everything you need from a time series platform in a single binary – a multi-tenanted time series database, UI and dashboarding tools, background processing and monitoring agent. All this makes deployment and setup a breeze and easier to secure.

- Optimized for developer productivity:

Everything in InfluxDB — ingest, query, storage and visualization — is accessible in a unified API. Everything in the platform can now be programmatically accessed and controlled. This is combined with a powerful set of client libraries across 10 languages (like Go, Java, PHP and Python). A set of InfluxDB command line tools helps developers develop in a way that is most familiar to them.

- Why developers use InfluxDB:

You can choose your own path, starting from the UI or skipping right to the raw code and API. You can collaborate with your team to build and run time series data apps. InfluxDB is plug and play so you can spend more time building the features your users need. The documentation is written for and by engineers.

- Keep your time series data close:

InfluxDB Cloud works where developers are already building, so you can avoid unnecessary latency and the cost of moving data by keeping your applications nearby. You can deploy with your preferred cloud vendor, anywhere in the world.","InfluxDB is a scalable datastore that empowers developers to build IoT, analytics and monitoring software.",InfluxDB
"SurrealDB

SurrealDB is an end-to-end cloud-native database designed for modern applications, including web, mobile, serverless, Jamstack, backend, and traditional applications. With SurrealDB, you can simplify your database and API infrastructure, reduce development time, and build secure, performant apps quickly and cost-effectively.

Features Highlight:

- Architecture:

Single-node (in-memory), Web browser (IndexedDB), Single-node (RocksDB), Distributed (FoundationDB) and Distributed (TiKV).

- Data model:

Basic types, Empty values, Arrays, Objects, Durations, Datetimes, Datetimes, Futures, Casting, and Strict typing.

- Functions:

Array, HTTP, Math, Parsing, Rand, Search, String, Type, Vector, Geo, Time, Count,  Validation and  Embedded JavaScript Functions

- Connectivity:

REST API, SurrealQL over WebSocket, and JSON-RPC over WebSocket.

https://octabyte.io/databases/specialized-databases/surrealdb

#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #surrealdb #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/databases/specialized-databases/surrealdb/screenshot-1.png,https://octabyte.io/databases/specialized-databases/surrealdb,#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #surrealdb #managedservices,"- Architecture:

Single-node (in-memory), Web browser (IndexedDB), Single-node (RocksDB), Distributed (FoundationDB) and Distributed (TiKV).

- Data model:

Basic types, Empty values, Arrays, Objects, Durations, Datetimes, Datetimes, Futures, Casting, and Strict typing.

- Functions:

Array, HTTP, Math, Parsing, Rand, Search, String, Type, Vector, Geo, Time, Count,  Validation and  Embedded JavaScript Functions

- Connectivity:

REST API, SurrealQL over WebSocket, and JSON-RPC over WebSocket.","A scalable, distributed, collaborative, document-graph database, for the realtime web.",SurrealDB
"Chromadb

Chroma is the open-source AI application database. Batteries included.
Embeddings, vector search, document storage, full-text search, metadata filtering, and multi-modal. All in one place. Retrieval that just works. As it should be.

Features Highlight:

- Simple and Powerful:

From notebook to production, prototype, iterate, and deploy your application with Chroma.

- Full featured:

Everything you need for retrieval: 
- Vector search
- Full-text search
- Document storage
- Metadata filtering
- Multi-modal retrieval

- Speaks your language:

Clients for JS, Python, Ruby, PHP, Java and more

- Integrating:

Embedding models from HuggingFace, OpenAI, Google, and more, built in. Integrated with Langchain, LlamaIndex, with more tools and frameworks coming soon.

https://octabyte.io/databases/specialized-databases/chromadb

#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #chromadb #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/databases/specialized-databases/chromadb/screenshot-1.png,https://octabyte.io/databases/specialized-databases/chromadb,#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #chromadb #managedservices,"- Simple and Powerful:

From notebook to production, prototype, iterate, and deploy your application with Chroma.

- Full featured:

Everything you need for retrieval: 
- Vector search
- Full-text search
- Document storage
- Metadata filtering
- Multi-modal retrieval

- Speaks your language:

Clients for JS, Python, Ruby, PHP, Java and more

- Integrating:

Embedding models from HuggingFace, OpenAI, Google, and more, built in. Integrated with Langchain, LlamaIndex, with more tools and frameworks coming soon.",The AI-native open-source embedding database,Chromadb
"Milvus

Milvus is an open-source vector database built for GenAI applications. Install with pip, perform high-speed searches, and scale to tens of billions of vectors with minimal performance loss.

Features Highlight:

- Scale as needed:

Elastic scaling to tens of billions of vectors with distributed architecture.

- Blazing fast:

Retrieve data quickly and accurately with Global Index, regardless of scale.

- Reusable Code:

Write once, and deploy with one line of code into the production environment.

- Supportive Community:

Fan-favorite vector database with extensive resources and supportive contributors.

https://octabyte.io/databases/specialized-databases/milvus

#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #milvus #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/databases/specialized-databases/milvus/screenshot-1.png,https://octabyte.io/databases/specialized-databases/milvus,#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #milvus #managedservices,"- Scale as needed:

Elastic scaling to tens of billions of vectors with distributed architecture.

- Blazing fast:

Retrieve data quickly and accurately with Global Index, regardless of scale.

- Reusable Code:

Write once, and deploy with one line of code into the production environment.

- Supportive Community:

Fan-favorite vector database with extensive resources and supportive contributors.",The High-Performance Vector Database Built for Scale,Milvus
"Neo4j

It is a high performance graph store with all the features expected of a mature and robust database, like a friendly query language and ACID transactions.

Features Highlight:

- Uncompromised Performance:

Neo4j continues to expand the limits of graph technology, helping empower the largest active community of 220,000 developers, data scientists, and architects who are working to solve the world's most complex and valuable data problems.

- Drive Deeper Insights:

Neo4j is fueled by our vast, production-ready algorithm library and advanced, groundbreaking machine learning workflows not found anywhere else.

- Trusted, Secure, Deployed:

Neo4j is the only enterprise-strength graph database that combines native graph storage, advanced security, scalable speed-optimized architecture, and ACID compliance to ensure predictability and integrity of relationship-based queries

- Native Graph Storage & Processing:

Index-free adjacency shortens read time and gets even better as data complexity grows. Get reliably fast transactions with ultra-high parallelized throughput even as your data grows.

https://octabyte.io/databases/specialized-databases/neo4j

#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #neo4j #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/databases/specialized-databases/neo4j/screenshot-1.jpg,https://octabyte.io/databases/specialized-databases/neo4j,#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #neo4j #managedservices,"- Uncompromised Performance:

Neo4j continues to expand the limits of graph technology, helping empower the largest active community of 220,000 developers, data scientists, and architects who are working to solve the world's most complex and valuable data problems.

- Drive Deeper Insights:

Neo4j is fueled by our vast, production-ready algorithm library and advanced, groundbreaking machine learning workflows not found anywhere else.

- Trusted, Secure, Deployed:

Neo4j is the only enterprise-strength graph database that combines native graph storage, advanced security, scalable speed-optimized architecture, and ACID compliance to ensure predictability and integrity of relationship-based queries

- Native Graph Storage & Processing:

Index-free adjacency shortens read time and gets even better as data complexity grows. Get reliably fast transactions with ultra-high parallelized throughput even as your data grows.",Neo4j is the world’s leading Graph Database,Neo4j
"Kafka

Apache Kafka is a framework implementation of a software bus using stream-processing. It's primarily used to build real-time streaming data pipelines and applications that adapt to the data streams. It combines messaging, storage and stream processing to allow storage and analysis of both historical and real-time data. The project aims to provide a unified, high-throughput, low-latency platform for handling real-time data feeds. More than 80% of all Fortune 100 companies use Kafka.

Features Highlight:

- High throughput, scalable:

Apache Kafka enables you to deliver messages at network-limited throughput using a cluster of machines with latencies as low as 2ms. Scale production clusters up to a thousand brokers, trillions of messages per day, petabytes of data, and hundreds of thousands of partitions. You can elastically expand and contract storage and processing.

- Permanent storage, high availability:

With Apache Kafka, you can store streams of data safely in a distributed, durable, fault-tolerant cluster, and stretch clusters efficiently over availability zones or connect separate clusters across geographic regions.

- Built-in stream processing:

You can process streams of events with joins, aggregations, filters, transformations, and more, using event-time and exactly-once processing. Apache Kafka's out-of-the-box Connect interface integrates with hundreds of event sources and event sinks including Postgres, JMS, Elasticsearch, and AWS S3.

- Mission-critical, widely trusted:

Apache Kafka supports mission-critical use cases with guaranteed ordering, zero message loss, and efficient exactly-once processing. Thousands of organizations use Kafka, from internet giants and car manufacturers to stock exchanges. There have been 5m+ unique lifetime downloads.

https://octabyte.io/databases/specialized-databases/kafka

#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #kafka #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/databases/specialized-databases/kafka/screenshot-1.jpg,https://octabyte.io/databases/specialized-databases/kafka,#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #kafka #managedservices,"- High throughput, scalable:

Apache Kafka enables you to deliver messages at network-limited throughput using a cluster of machines with latencies as low as 2ms. Scale production clusters up to a thousand brokers, trillions of messages per day, petabytes of data, and hundreds of thousands of partitions. You can elastically expand and contract storage and processing.

- Permanent storage, high availability:

With Apache Kafka, you can store streams of data safely in a distributed, durable, fault-tolerant cluster, and stretch clusters efficiently over availability zones or connect separate clusters across geographic regions.

- Built-in stream processing:

You can process streams of events with joins, aggregations, filters, transformations, and more, using event-time and exactly-once processing. Apache Kafka's out-of-the-box Connect interface integrates with hundreds of event sources and event sinks including Postgres, JMS, Elasticsearch, and AWS S3.

- Mission-critical, widely trusted:

Apache Kafka supports mission-critical use cases with guaranteed ordering, zero message loss, and efficient exactly-once processing. Thousands of organizations use Kafka, from internet giants and car manufacturers to stock exchanges. There have been 5m+ unique lifetime downloads.","Apache Kafka is an open-source platform for high-performance data pipelines, streaming analytics, data integration and mission-critical applications.",Kafka
"M3DB

M3 is the obvious choice for Cloud Native companies looking to scale up their Prometheus based monitoring systems. M3 can be used as Prometheus Remote Storage and has 100% PromQL compatibility.

Features Highlight:

- Global Scale:

Proven at the largest scales in the world by storing 10s of billions of active metric time series.

- Highly Efficient:

Optimized compression algorithm resulting in 11X compression ratio.

- Compatible:

Compatible with Prometheus, StatsD, and Carbon ingestion formats as well as PromQL and Graphite query languages.

- Performant:

Proven in production to ingest more than one billion datapoints per second while serving more than two billion datapoint reads per second.

https://octabyte.io/databases/specialized-databases/m3db

#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #m3db #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/databases/specialized-databases/m3db/screenshot-1.png,https://octabyte.io/databases/specialized-databases/m3db,#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #m3db #managedservices,"- Global Scale:

Proven at the largest scales in the world by storing 10s of billions of active metric time series.

- Highly Efficient:

Optimized compression algorithm resulting in 11X compression ratio.

- Compatible:

Compatible with Prometheus, StatsD, and Carbon ingestion formats as well as PromQL and Graphite query languages.

- Performant:

Proven in production to ingest more than one billion datapoints per second while serving more than two billion datapoint reads per second.","M3 is a Prometheus compatible, easy to adopt metrics engine",M3DB
"ImmuDB

immudb is a immutable ledger database that has been developed with performance, scalability and versatility in mind. The user feedback has shown that they love the very high throughput and being able to store hashes as well as data. They see it as a great alternative to using a blockchain or ledger service.

Features Highlight:

- Keep track of changes and audit them.:

Traditional database transactions and logs are hard to scale and are mutable, so there is no way to know for sure if your data has been compromised. immudb is immutable. You can add new versions of existing records, but never change or delete records. This lets you store critical data without fear of it being changed silently.

- Verify your data without sacrificing performance:

Data stored in immudb is cryptographically coherent and verifiable, just like blockchains, but without all the complexity. Unlike blockchains, immudb can handle millions of transactions per second, and can be used both as a lightweight service or embedded in your application as a library.

- Protect yourself from supply-chain attacks:

While Cyber Security is an important part of your organization’s business plan, immudb provides another layer of security to ensure data integrity even in the event your perimeter is breached during an attack. Data cannot be deleted or modified once stored into immudb. Additions of new data are logged and auditable, enabling you to view any suspect additions made during the intrusion.

- KEY VALUE AND SQL:

immudb can be used as a tamper-proof key value store or SQL database, with audit history capabilities. Within single immudb instance a user can have multiple databases of both types, it is even possible to have KV and SQL withing single database.Key value is a foundation layer for SQL, meaning that SQL is using key value store capabilities underneath.

https://octabyte.io/databases/specialized-databases/immudb

#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #immudb #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/databases/specialized-databases/immudb/screenshot-1.png,https://octabyte.io/databases/specialized-databases/immudb,#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #immudb #managedservices,"- Keep track of changes and audit them.:

Traditional database transactions and logs are hard to scale and are mutable, so there is no way to know for sure if your data has been compromised. immudb is immutable. You can add new versions of existing records, but never change or delete records. This lets you store critical data without fear of it being changed silently.

- Verify your data without sacrificing performance:

Data stored in immudb is cryptographically coherent and verifiable, just like blockchains, but without all the complexity. Unlike blockchains, immudb can handle millions of transactions per second, and can be used both as a lightweight service or embedded in your application as a library.

- Protect yourself from supply-chain attacks:

While Cyber Security is an important part of your organization’s business plan, immudb provides another layer of security to ensure data integrity even in the event your perimeter is breached during an attack. Data cannot be deleted or modified once stored into immudb. Additions of new data are logged and auditable, enabling you to view any suspect additions made during the intrusion.

- KEY VALUE AND SQL:

immudb can be used as a tamper-proof key value store or SQL database, with audit history capabilities. Within single immudb instance a user can have multiple databases of both types, it is even possible to have KV and SQL withing single database.Key value is a foundation layer for SQL, meaning that SQL is using key value store capabilities underneath.","immutable ledger database based on zero trust, SQL and Key-Value, tamperproof, data change history",ImmuDB
"Weaviate

Weaviate is an open-source vector database. It allows you to store data objects and vector embeddings from your favorite ML models, and scale seamlessly into billions of data objects.

Features Highlight:

- Speed:

Weaviate typically performs a 10-NN neighbor search out of millions of objects in single-digit milliseconds. See benchmarks.

- Flexibility:

You can use Weaviate to conveniently vectorize your data at import time, or alternatively, you can upload your own vectors.

- Production-readiness:

Weaviate is designed to take you from rapid prototyping all the way to production at scale.

- Beyond search:

Weaviate powers lightning-fast vector searches, but it is capable of much more. Some of its other superpowers include recommendation, summarization, and integrations with neural search frameworks.

https://octabyte.io/databases/specialized-databases/weaviate

#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #weaviate #managedservices",/Users/haider/codeplace/octabyte/octabytes.github.io/images/databases/specialized-databases/weaviate/screenshot-1.png,https://octabyte.io/databases/specialized-databases/weaviate,#octabyte #opensource #devops #itservices #databases #specializeddatabases #specialized #databases #weaviate #managedservices,"- Speed:

Weaviate typically performs a 10-NN neighbor search out of millions of objects in single-digit milliseconds. See benchmarks.

- Flexibility:

You can use Weaviate to conveniently vectorize your data at import time, or alternatively, you can upload your own vectors.

- Production-readiness:

Weaviate is designed to take you from rapid prototyping all the way to production at scale.

- Beyond search:

Weaviate powers lightning-fast vector searches, but it is capable of much more. Some of its other superpowers include recommendation, summarization, and integrations with neural search frameworks.","Weaviate is an open-source vector database. It allows you to store data objects and vector embeddings from your favorite ML models, and scale seamless...",Weaviate
